onetsoc_code,cip_code,match_strength,qualifier,note
23-2011.00,03.0104,0.89,,"seeded from ""Environmental Science"""
23-2011.00,26.0101,0.89,,"seeded from ""Biology"""
23-2011.00,26.0202,0.89,,"seeded from ""Biochemistry"""
23-2011.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
23-2011.00,40.0501,0.89,,"seeded from ""Chemistry"""
23-2011.00,40.0601,0.89,,"seeded from ""Applied Geology"""
23-2093.00,52.0801,0.74,,"seeded from ""Finance"""
23-2093.00,52.1501,0.98,,"seeded from ""Real Estate"""
23-2093.00,54.0101,0.74,,"seeded from ""History"""
23-2099.00,38.0101,0.80,,"seeded from ""Philosophy"""
23-2099.00,44.0701,0.93,,"seeded from ""Social Work"""
25-1011.00,27.0101,0.89,,"seeded from ""Mathematics"""
25-1011.00,52.0201,0.98,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
25-1011.00,52.0201,0.88,"International Business Major, B.S.","seeded from ""International Business""; CIP shared"
25-1011.00,52.1001,0.95,,"seeded from ""Human Resource Management"""
25-1011.00,52.1399,0.84,,"seeded from ""Business Intelligence"""
25-1021.00,11.0701,0.98,,"seeded from ""Computer Science"""
25-1021.00,11.1003,0.98,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
25-1021.00,14.0901,0.98,,"seeded from ""Computer Engineering"""
25-1021.00,50.0404,0.80,,"seeded from ""Industrial Design"""
25-1021.00,52.0201,0.80,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
25-1021.00,52.1201,0.98,,"seeded from ""Computer Information Systems"""
25-1022.00,26.0202,0.72,,"seeded from ""Biochemistry"""
25-1022.00,27.0501,0.94,,"seeded from ""Statistical Science"""
25-1022.00,40.0601,0.72,,"seeded from ""Applied Geology"""
25-1031.00,03.0103,0.98,,"seeded from ""Environmental Sustainability"""
25-1031.00,03.0104,0.98,,"seeded from ""Environmental Science"""
25-1031.00,14.1401,0.98,,"seeded from ""Environmental Engineering"""
25-1031.00,40.0601,0.87,,"seeded from ""Applied Geology"""
25-1031.00,50.0404,0.90,,"seeded from ""Industrial Design"""
25-1032.00,14.0901,0.87,,"seeded from ""Computer Engineering"""
25-1032.00,14.1001,0.98,,"seeded from ""Electrical Engineering"""
25-1032.00,14.1401,0.87,,"seeded from ""Environmental Engineering"""
25-1032.00,15.0201,0.98,,"seeded from ""Civil Engineering Technology"""
25-1032.00,15.0613,0.84,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
25-1032.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
25-1041.00,03.0103,0.94,,"seeded from ""Environmental Sustainability"""
25-1041.00,03.0104,0.94,,"seeded from ""Environmental Science"""
25-1041.00,52.0201,0.94,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
25-1041.00,52.0201,0.94,"Management Major, B.S.","seeded from ""Management""; CIP shared"
25-1042.00,26.0101,0.94,,"seeded from ""Biology"""
25-1042.00,26.0202,0.94,,"seeded from ""Biochemistry"""
25-1042.00,40.0601,0.72,,"seeded from ""Applied Geology"""
25-1043.00,03.0103,0.94,,"seeded from ""Environmental Sustainability"""
25-1043.00,03.0104,0.94,,"seeded from ""Environmental Science"""
25-1043.00,40.0601,0.72,,"seeded from ""Applied Geology"""
25-1051.00,40.0401,0.83,,"seeded from ""Meteorology"""
25-1051.00,40.0501,0.98,,"seeded from ""Chemistry"""
25-1051.00,40.0601,0.83,,"seeded from ""Applied Geology"""
25-1051.00,40.0801,0.98,,"seeded from ""Physics"""
25-1052.00,27.0101,0.74,,"seeded from ""Mathematics"""
25-1052.00,27.0501,0.74,,"seeded from ""Statistical Science"""
25-1052.00,40.0501,0.98,,"seeded from ""Chemistry"""
25-1053.00,03.0103,0.98,,"seeded from ""Environmental Sustainability"""
25-1053.00,03.0104,0.98,,"seeded from ""Environmental Science"""
25-1053.00,14.1401,0.93,,"seeded from ""Environmental Engineering"""
25-1054.00,26.0202,0.65,,"seeded from ""Biochemistry"""
25-1054.00,40.0601,0.65,,"seeded from ""Applied Geology"""
25-1054.00,40.0801,0.98,,"seeded from ""Physics"""
25-1061.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-1061.00,26.0101,0.89,,"seeded from ""Biology"""
25-1061.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-1061.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-1061.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-1061.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-1062.00,26.0202,0.72,,"seeded from ""Biochemistry"""
25-1062.00,40.0601,0.72,,"seeded from ""Applied Geology"""
25-1062.00,45.0701,0.94,,"seeded from ""Geography"""
25-1063.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-1063.00,26.0101,0.89,,"seeded from ""Biology"""
25-1063.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-1063.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-1063.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-1063.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-1064.00,26.0202,0.66,,"seeded from ""Biochemistry"""
25-1064.00,40.0601,0.66,,"seeded from ""Applied Geology"""
25-1064.00,45.0701,0.98,,"seeded from ""Geography"""
25-1065.00,26.0202,0.65,,"seeded from ""Biochemistry"""
25-1065.00,40.0601,0.65,,"seeded from ""Applied Geology"""
25-1065.00,45.1001,0.98,,"seeded from ""Political Science"""
25-1066.00,42.2799,0.98,,"seeded from ""Psychology Major"""
25-1067.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-1067.00,26.0101,0.89,,"seeded from ""Biology"""
25-1067.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-1067.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-1067.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-1067.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-1069.00,13.1210,0.72,,"seeded from ""Early Childhood Education"""
25-1069.00,13.1302,0.72,,"seeded from ""Art Education"""
25-1069.00,44.0701,0.98,,"seeded from ""Social Work"""
25-1071.00,51.0701,0.84,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
25-1071.00,51.2201,0.98,,"seeded from ""Public Health"""
25-1071.00,51.3399,0.84,,"resolved from ""Integrative Health Care"""
25-1072.00,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
25-1072.00,51.2201,0.80,,"seeded from ""Public Health"""
25-1081.00,13.1001,0.92,,"seeded from ""Special Education"""
25-1081.00,13.1210,0.98,,"seeded from ""Early Childhood Education"""
25-1081.00,13.1302,0.98,,"seeded from ""Art Education"""
25-1081.00,13.1312,0.92,,"seeded from ""Music Education"""
25-1081.00,13.1314,0.92,,"seeded from ""K-12 Physical Education"""
25-1082.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-1082.00,26.0101,0.89,,"seeded from ""Biology"""
25-1082.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-1082.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-1082.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-1082.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-1111.00,40.0601,0.62,,"seeded from ""Applied Geology"""
25-1111.00,43.0104,0.98,,"seeded from ""Criminal Justice and Criminology"""
25-1111.00,45.1001,0.70,,"seeded from ""Political Science"""
25-1112.00,26.0202,0.72,,"seeded from ""Biochemistry"""
25-1112.00,40.0601,0.72,,"seeded from ""Applied Geology"""
25-1112.00,45.1001,0.94,,"seeded from ""Political Science"""
25-1113.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-1113.00,26.0101,0.89,,"seeded from ""Biology"""
25-1113.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-1113.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-1113.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-1113.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-1121.00,40.0601,0.77,,"seeded from ""Applied Geology"""
25-1121.00,50.0702,0.88,,"seeded from ""Art"""
25-1121.00,50.0901,0.98,,"seeded from ""Music"""
25-1122.00,09.0402,0.85,,"seeded from ""Broadcast Journalism"""
25-1122.00,09.0900,0.98,,"seeded from ""Public Relations"""
25-1122.00,50.0401,0.83,,"seeded from ""Communication Design"""
25-1123.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-1123.00,26.0101,0.89,,"seeded from ""Biology"""
25-1123.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-1123.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-1123.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-1123.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-1124.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-1124.00,26.0101,0.89,,"seeded from ""Biology"""
25-1124.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-1124.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-1124.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-1124.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-1125.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-1125.00,26.0101,0.89,,"seeded from ""Biology"""
25-1125.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-1125.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-1125.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-1125.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-1126.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-1126.00,26.0101,0.89,,"seeded from ""Biology"""
25-1126.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-1126.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-1126.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-1126.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-1192.00,30.1901,0.88,"Nutrition and Dietetics Major, B.S.","seeded from ""Nutrition and Dietetics""; CIP shared"
25-1192.00,30.1901,0.88,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
25-1192.00,42.2703,0.98,,"seeded from ""Human Development and Family Studies"""
25-1192.00,51.0001,0.88,"Sport Nutrition Major, B.S.","seeded from ""Sport Nutrition""; CIP shared"
25-1192.00,52.0801,0.88,,"seeded from ""Finance"""
25-1193.00,31.0504,0.98,,"seeded from ""Sport Management"""
25-1193.00,52.0201,0.83,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
25-1193.00,52.0201,0.83,"Management Major, B.S.","seeded from ""Management""; CIP shared"
25-1193.00,52.0907,0.83,,"seeded from ""Event and Meeting Management"""
25-1194.00,13.1001,0.92,,"seeded from ""Special Education"""
25-1194.00,13.1210,0.98,,"seeded from ""Early Childhood Education"""
25-1194.00,13.1302,0.98,,"seeded from ""Art Education"""
25-1194.00,13.1312,0.92,,"seeded from ""Music Education"""
25-1194.00,13.1314,0.92,,"seeded from ""K-12 Physical Education"""
25-1199.00,13.1001,0.90,,"seeded from ""Special Education"""
25-1199.00,13.1210,0.90,,"seeded from ""Early Childhood Education"""
25-1199.00,13.1302,0.90,,"seeded from ""Art Education"""
25-1199.00,13.1312,0.90,,"seeded from ""Music Education"""
25-1199.00,13.1314,0.90,,"seeded from ""K-12 Physical Education"""
25-2011.00,13.1001,0.70,,"seeded from ""Special Education"""
25-2011.00,13.1210,0.98,,"seeded from ""Early Childhood Education"""
25-2011.00,42.2703,0.82,,"seeded from ""Human Development and Family Studies"""
25-2012.00,13.1001,0.70,,"seeded from ""Special Education"""
25-2012.00,13.1210,0.98,,"seeded from ""Early Childhood Education"""
25-2012.00,42.2703,0.82,,"seeded from ""Human Development and Family Studies"""
25-2021.00,13.1001,0.74,,"seeded from ""Special Education"""
25-2022.00,13.1001,0.98,,"seeded from ""Special Education"""
25-2022.00,13.1210,0.91,,"seeded from ""Early Childhood Education"""
25-2022.00,13.1302,0.91,,"seeded from ""Art Education"""
25-2022.00,13.1312,0.87,,"seeded from ""Music Education"""
25-2022.00,13.1314,0.87,,"seeded from ""K-12 Physical Education"""
25-2023.00,13.1001,0.92,,"seeded from ""Special Education"""
25-2023.00,13.1210,0.98,,"seeded from ""Early Childhood Education"""
25-2023.00,13.1302,0.98,,"seeded from ""Art Education"""
25-2023.00,13.1312,0.92,,"seeded from ""Music Education"""
25-2023.00,13.1314,0.92,,"seeded from ""K-12 Physical Education"""
25-2031.00,13.1001,0.98,,"seeded from ""Special Education"""
25-2031.00,13.1210,0.91,,"seeded from ""Early Childhood Education"""
25-2031.00,13.1302,0.91,,"seeded from ""Art Education"""
25-2031.00,13.1312,0.87,,"seeded from ""Music Education"""
25-2031.00,13.1314,0.87,,"seeded from ""K-12 Physical Education"""
25-2032.00,13.1001,0.92,,"seeded from ""Special Education"""
25-2032.00,13.1210,0.98,,"seeded from ""Early Childhood Education"""
25-2032.00,13.1302,0.98,,"seeded from ""Art Education"""
25-2032.00,13.1312,0.92,,"seeded from ""Music Education"""
25-2032.00,13.1314,0.92,,"seeded from ""K-12 Physical Education"""
25-2051.00,13.1001,0.98,,"seeded from ""Special Education"""
25-2055.00,13.1001,0.98,,"seeded from ""Special Education"""
25-2056.00,13.1001,0.98,,"seeded from ""Special Education"""
25-2057.00,13.1001,0.98,,"seeded from ""Special Education"""
25-2058.00,13.1001,0.98,,"seeded from ""Special Education"""
25-2059.00,13.1001,0.98,,"seeded from ""Special Education"""
25-2059.01,13.1001,0.85,,"seeded from ""Special Education"""
25-2059.01,13.1210,0.83,,"seeded from ""Early Childhood Education"""
25-2059.01,13.1302,0.83,,"seeded from ""Art Education"""
25-2059.01,13.1314,0.98,,"seeded from ""K-12 Physical Education"""
25-3011.00,13.1210,0.98,,"seeded from ""Early Childhood Education"""
25-3011.00,13.1302,0.98,,"seeded from ""Art Education"""
25-3011.00,13.1312,0.91,,"seeded from ""Music Education"""
25-3011.00,13.1314,0.91,,"seeded from ""K-12 Physical Education"""
25-3011.00,23.0101,0.98,,"seeded from ""English"""
25-3021.00,13.1210,0.75,,"seeded from ""Early Childhood Education"""
25-3021.00,13.1302,0.75,,"seeded from ""Art Education"""
25-3021.00,13.1314,0.95,,"seeded from ""K-12 Physical Education"""
25-3021.00,31.0504,0.95,,"seeded from ""Sport Management"""
25-3021.00,52.0907,0.75,,"seeded from ""Event and Meeting Management"""
25-3031.00,13.1001,0.94,,"seeded from ""Special Education"""
25-3031.00,13.1210,0.94,,"seeded from ""Early Childhood Education"""
25-3031.00,13.1302,0.94,,"seeded from ""Art Education"""
25-3031.00,13.1312,0.94,,"seeded from ""Music Education"""
25-3031.00,13.1314,0.94,,"seeded from ""K-12 Physical Education"""
25-3041.00,23.1304,0.90,,"seeded from ""Communication Studies"""
25-3041.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
25-3041.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
25-3099.00,13.1001,0.90,,"seeded from ""Special Education"""
25-3099.00,13.1210,0.90,,"seeded from ""Early Childhood Education"""
25-3099.00,13.1302,0.90,,"seeded from ""Art Education"""
25-3099.00,13.1312,0.90,,"seeded from ""Music Education"""
25-3099.00,13.1314,0.90,,"seeded from ""K-12 Physical Education"""
25-4011.00,26.0202,0.72,,"seeded from ""Biochemistry"""
25-4011.00,40.0601,0.72,,"seeded from ""Applied Geology"""
25-4011.00,40.0801,0.94,,"seeded from ""Physics"""
25-4012.00,13.0501,0.94,,"seeded from ""Instructional Design and Technology"""
25-4012.00,13.1001,0.94,,"seeded from ""Special Education"""
25-4013.00,03.0104,0.89,,"seeded from ""Environmental Science"""
25-4013.00,26.0101,0.89,,"seeded from ""Biology"""
25-4013.00,26.0202,0.89,,"seeded from ""Biochemistry"""
25-4013.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
25-4013.00,40.0501,0.89,,"seeded from ""Chemistry"""
25-4013.00,40.0601,0.89,,"seeded from ""Applied Geology"""
25-4022.00,09.0702,0.98,,"seeded from ""Media Production and Leadership"""
25-4022.00,10.0105,0.88,,"resolved from ""Film Studies and Production"""
25-4022.00,50.0703,0.77,,"seeded from ""Art History, Theory, and Criticism"""
25-4031.00,09.0402,0.94,,"seeded from ""Broadcast Journalism"""
25-4031.00,09.0702,0.94,,"seeded from ""Media Production and Leadership"""
25-4031.00,50.0703,0.72,,"seeded from ""Art History, Theory, and Criticism"""
25-9021.00,30.1901,0.93,"Nutrition and Dietetics Major, B.S.","seeded from ""Nutrition and Dietetics""; CIP shared"
25-9021.00,30.1901,0.93,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
25-9021.00,51.0001,0.93,"Sport Nutrition Major, B.S.","seeded from ""Sport Nutrition""; CIP shared"
25-9021.00,52.0201,0.98,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
25-9021.00,52.0201,0.98,"Management Major, B.S.","seeded from ""Management""; CIP shared"
25-9021.00,52.0299,0.87,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
25-9031.00,13.0501,0.98,,"seeded from ""Instructional Design and Technology"""
25-9031.00,13.1001,0.82,,"seeded from ""Special Education"""
25-9031.00,13.1314,0.82,,"seeded from ""K-12 Physical Education"""
25-9042.00,13.1001,0.98,,"seeded from ""Special Education"""
25-9042.00,13.1210,0.86,,"seeded from ""Early Childhood Education"""
25-9042.00,13.1302,0.83,,"seeded from ""Art Education"""
25-9043.00,13.1001,0.98,,"seeded from ""Special Education"""
25-9043.00,13.1210,0.88,,"seeded from ""Early Childhood Education"""
25-9043.00,13.1302,0.85,,"seeded from ""Art Education"""
25-9043.00,13.1314,0.85,,"seeded from ""K-12 Physical Education"""
25-9044.00,13.0501,0.94,,"seeded from ""Instructional Design and Technology"""
25-9044.00,13.1001,0.94,,"seeded from ""Special Education"""
25-9049.00,23.1304,0.90,,"seeded from ""Communication Studies"""
25-9049.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
25-9049.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
25-9099.00,13.1210,0.93,,"seeded from ""Early Childhood Education"""
25-9099.00,13.1302,0.93,,"seeded from ""Art Education"""
25-9099.00,13.1312,0.93,,"seeded from ""Music Education"""
25-9099.00,13.1314,0.93,,"seeded from ""K-12 Physical Education"""
25-9099.00,44.0701,0.93,,"seeded from ""Social Work"""
27-1011.00,09.0702,0.98,,"seeded from ""Media Production and Leadership"""
27-1011.00,10.0105,0.98,,"seeded from ""Video Production"""
27-1012.00,50.0702,0.95,,"seeded from ""Art"""
27-1013.00,09.0402,0.71,,"seeded from ""Broadcast Journalism"""
27-1013.00,09.0702,0.71,,"seeded from ""Media Production and Leadership"""
27-1013.00,50.0702,0.98,,"seeded from ""Art"""
27-1014.00,09.0402,0.78,,"seeded from ""Broadcast Journalism"""
27-1014.00,09.0702,0.98,,"seeded from ""Media Production and Leadership"""
